"incident_no","date","time","vehicle_type","role","location","Latitude","Longitude","city","injured","killed","year"
18122168,2018-04-28,16:39:00,"FARM EQUIPMENT","DRIVER","924 ENCINITAS BOULEVARD, ENCINITAS, CA 92024",33.0465067,-117.2715383,"ENCINITAS",0,0,2018
18122385,2018-04-30,10:22:00,"FARM EQUIPMENT","DRIVER","S EL CAMINO REAL & Encinitas, ENCINITAS, CA 92024",33.0459245,-117.2596774,"ENCINITAS",0,0,2018
18122419,2018-04-30,12:54:00,"AUTOMOBILE","DRIVER","S HELIX AVENUE & LINDA MAR DRIVE, SOLANA BEACH, CA 92075",32.9891694,-117.2732355,"SOLANA BEACH",0,0,2018
18122590,2018-05-01,11:32:00,"FARM EQUIPMENT","DRIVER","ENCINITAS BOULEVARD & N VULCAN AVENUE, ENCINITAS, CA 92024",33.0488188,-117.292971,"ENCINITAS",0,0,2018
18122712,2018-05-02,05:27:00,"AUTOMOBILE","DRIVER","ENCINITAS BOULEVARD & West Curb of North Coast Highway 101, ENCINITAS, CA 92024",33.066919,-117.3030246,"ENCINITAS",1,0,2018
18122825,2018-05-02,16:22:00,"AUTOMOBILE","DRIVER","262 N EL CAMINO REAL, ENCINITAS, CA 92024",33.0513191,-117.2612966,"ENCINITAS",0,0,2018
18122949,2018-05-03,10:27:00,"AUTOMOBILE","DRIVER","1034 N EL CAMINO REAL, ENCINITAS, CA 92024",33.065139,-117.2664175,"ENCINITAS",2,0,2018
18123336,2018-05-05,11:51:00,"BICYCLE","BICYCLIST","N EL CAMINO REAL & GARDEN VIEW ROAD, ENCINITAS, CA 92024",33.0584079,-117.2626296,"ENCINITAS",1,0,2018
18123751,2018-05-07,05:38:00,"BICYCLE","BICYCLIST","CAMINO DEL MAR & Plaza, DEL MAR, CA 92014",32.96028,-117.26526,"DEL MAR",1,0,2018
18123941,2018-05-07,11:00:00,"AUTOMOBILE","BICYCLIST","570 STEVENS AVENUE, SOLANA BEACH, CA 92075",32.9895921,-117.2604203,"SOLANA BEACH",1,0,2018
18123809,2018-05-07,23:28:00,"TRUCK","DRIVER","MANCHESTER AVENUE & ENCINITAS BOULEVARD, ENCINITAS, CA 92024",33.0372529,-117.23872,"ENCINITAS",2,0,2018
18125452,2018-05-08,16:30:00,"AUTOMOBILE","DRIVER","2100 ENCINITAS BOULEVARD, ENCINITAS, CA 92024",33.0389598,-117.2409232,"ENCINITAS",0,0,2018
18124148,2018-05-09,16:59:00,"FARM EQUIPMENT","DRIVER","404 ENCINITAS BOULEVARD, ENCINITAS, CA 92024",33.0491754,-117.2829046,"ENCINITAS",0,0,2018
18124171,2018-05-09,19:14:00,"TRUCK","DRIVER","3535 MANCHESTER AVENUE, ENCINITAS, CA 92007",33.0205251,-117.2567267,"ENCINITAS",0,0,2018
18124245,2018-05-10,08:49:00,"AUTOMOBILE","DRIVER","MACKINNON AVENUE & MUNEVAR ROAD, ENCINITAS, CA 92024",33.0344234,-117.2772369,"ENCINITAS",1,0,2018
18124339,2018-05-10,15:34:00,"AUTOMOBILE","DRIVER","S EL CAMINO REAL & ENCINITAS BOULEVARD, ENCINITAS, CA 92024",33.0459245,-117.2596774,"ENCINITAS",1,0,2018
18124720,2018-05-12,22:02:00,"AUTOMOBILE","DRIVER","ENCINITAS BOULEVARD & I-5 N Bound on ramp, ENCINITAS, CA 92024",33.048756,-117.289703,"ENCINITAS",0,0,2018
18125145,2018-05-13,00:02:00,"LIGHT DUTY TRUCK","DRIVER","ROSEBAY DRIVE & ENCINITAS BOULEVARD, ENCINITAS, CA 92024",33.0486112,-117.2739445,"ENCINITAS",0,0,2018
18124823,2018-05-13,18:10:00,"AUTOMOBILE","DRIVER","BIRMINGHAM DRIVE & MACKINNON AVENUE, ENCINITAS, CA 92024",33.025761,-117.2773012,"ENCINITAS",1,0,2018
18124910,2018-05-14,10:24:00,"FARM EQUIPMENT","DRIVER","1010 N EL CAMINO REAL, ENCINITAS, CA 92024",33.06775,-117.26256,"ENCINITAS",0,0,2018
18125983,2018-05-20,10:25:00,"AUTOMOBILE","DRIVER","N RANCHO SANTA FE ROAD & 09TH STREET, ENCINITAS, CA 92024",33.0605801,-117.2394879,"ENCINITAS",0,0,2018
18126013,2018-05-20,15:13:00,"FARM EQUIPMENT","DRIVER","592 SANTA FE DRIVE, ENCINITAS, CA 92024",33.0365383,-117.279667,"ENCINITAS",0,0,2018
18126022,2018-05-20,16:20:00,"AUTOMOBILE","DRIVER","SAXONY ROAD & LA COSTA AVENUE, ENCINITAS, CA 92024",33.087191,-117.2872654,"ENCINITAS",0,0,2018
18126037,2018-05-20,17:59:00,"LIGHT DUTY TRUCK","DRIVER","N EL CAMINO REAL & La Fitness Entrance, ENCINITAS, CA 92024",33.0622624,-117.2628209,"ENCINITAS",0,0,2018
18126568,2018-05-23,06:05:00,"AUTOMOBILE","DRIVER","ESTRELLA STREET & N HIGHWAY 101, SOLANA BEACH, CA 92075",32.9954573,-117.2725924,"SOLANA BEACH",0,0,2018
18126719,2018-05-24,07:31:00,"AUTOMOBILE","DRIVER","MANCHESTER AVENUE & VIA POCO, ENCINITAS, CA 92024",33.0112606,-117.2627192,"ENCINITAS",1,0,2018
18127038,2018-05-25,17:25:00,"AUTOMOBILE","DRIVER","ENCINITAS BOULEVARD & SAXONY ROAD, ENCINITAS, CA 92024",33.0483399,-117.2855901,"ENCINITAS",0,0,2018
18127046,2018-05-25,17:25:00,"AUTOMOBILE","DRIVER","893 SAXONY ROAD, ENCINITAS, CA 92024",33.0646643,-117.2849023,"ENCINITAS",0,0,2018
18127103,2018-05-26,02:05:00,"AUTOMOBILE","DRIVER","N HIGHWAY 101 & Lomas Santa Fe, SOLANA BEACH, CA 92075",32.9918225,-117.2715887,"SOLANA BEACH",0,0,2018
18127185,2018-05-26,15:28:00,"LIGHT DUTY TRUCK","DRIVER","747 DEL RIEGO AVENUE, ENCINITAS, CA 92024",33.062382,-117.2871364,"ENCINITAS",0,0,2018
18127206,2018-05-26,17:35:00,"AUTOMOBILE","BICYCLIST","SAXONY ROAD & SEACREST WAY, ENCINITAS, CA 92024",33.0509192,-117.2856348,"ENCINITAS",1,0,2018
18127280,2018-05-27,06:30:00,"LIGHT DUTY TRUCK","DRIVER","JIMMY DURANTE BOULEVARD & DAVID WAY, DEL MAR, CA 92014",32.9718893,-117.2608565,"DEL MAR",0,0,2018
18127368,2018-05-27,20:32:00,"AUTOMOBILE","BICYCLIST","CALLE MAGDALENA & ENCINITAS BOULEVARD, ENCINITAS, CA 92024",33.0481179,-117.2845739,"ENCINITAS",1,0,2018
18127852,2018-05-30,12:42:00,"FARM EQUIPMENT","DRIVER","15TH STREET & CAMINO DEL MAR, DEL MAR, CA 92014",32.9596,-117.26534,"DEL MAR",1,0,2018
18127965,2018-05-30,22:56:00,"AUTOMOBILE","DRIVER","FORTUNA RANCH ROAD & LONE JACK ROAD, ENCINITAS, CA 92024",33.061691,-117.2151247,"ENCINITAS",0,0,2018
18128103,2018-05-31,15:49:00,"AUTOMOBILE","DRIVER","S COAST HIGHWAY 101 & K STREET, ENCINITAS, CA 92024",33.0276995,-117.2875877,"ENCINITAS",3,0,2018
18128234,2018-06-01,09:33:00,"LIGHT DUTY TRUCK","DRIVER","REGAL ROAD & SANTA FE DRIVE, ENCINITAS, CA 92024",33.0362733,-117.280388,"ENCINITAS",0,0,2018
18128470,2018-06-01,22:45:00,"AUTOMOBILE","DRIVER","FREDA LANE & BIRMINGHAM DRIVE, ENCINITAS, CA 92024",33.0253536,-117.26915,"ENCINITAS",0,0,2018
18129097,2018-06-06,08:05:00,"AUTOMOBILE","DRIVER","LEUCADIA BOULEVARD & PIRAEUS STREET, ENCINITAS, CA 92024",33.0651761,-117.2912991,"ENCINITAS",0,0,2018
18129461,2018-06-07,21:44:00,NA,"DRIVER","JIMMY DURANTE BOULEVARD & Villa De La Valle, DEL MAR, CA 92014",32.9718893,-117.2608565,"DEL MAR",1,0,2018
18129786,2018-06-09,17:40:00,"AUTOMOBILE","DRIVER","ENCINITAS BOULEVARD & BALOUR DRIVE, ENCINITAS, CA 92024",33.045563,-117.2683362,"ENCINITAS",0,0,2018
18129812,2018-06-09,23:05:00,"LIGHT DUTY TRUCK","DRIVER","2260 JIMMY DURANTE BOULEVARD, DEL MAR, CA 92014",32.9731179,-117.260633,"DEL MAR",0,0,2018
18129823,2018-06-09,23:07:00,"AUTOMOBILE","DRIVER","2260 JIMMY DURANTE BOULEVARD, DEL MAR, CA 92014",32.9731179,-117.260633,"DEL MAR",1,0,2018
18129922,2018-06-10,15:23:00,"AUTOMOBILE","DRIVER","MANCHESTER AVENUE & VIA POCO, ENCINITAS, CA 92024",33.0112606,-117.2627192,"ENCINITAS",2,0,2018
18130022,2018-06-11,08:50:00,"BICYCLE","BICYCLIST","N COAST HWY 101 & Encinitas, ENCINITAS, CA 92024",33.0487777,-117.2942462,"ENCINITAS",1,0,2018
18130168,2018-06-11,22:06:00,"AUTOMOBILE","DRIVER","N COAST HIGHWAY 101 & W LEUCADIA BOULEVARD, ENCINITAS, CA 92024",33.0642343,-117.3022548,"ENCINITAS",0,0,2018
18130259,2018-06-12,12:15:00,"AUTOMOBILE","DRIVER","MELBA ROAD & NARDO ROAD, ENCINITAS, CA 92024",33.0398458,-117.2771314,"ENCINITAS",1,0,2018
18130310,2018-06-12,13:18:00,"AUTOMOBILE","DRIVER","1766 N 101 , ENCINITAS, CA 92024",32.9954611,-117.2725942,"ENCINITAS",0,0,2018
18130481,2018-06-13,14:39:00,"AUTOMOBILE","DRIVER","N EL CAMINO REAL & TOWN CENTER DRIVE, ENCINITAS, CA 92024",33.0622624,-117.2628209,"ENCINITAS",0,0,2018
18130652,2018-06-14,12:19:00,"AUTOMOBILE","DRIVER","VALLEY AVENUE & VIA DE LA VALLE, DEL MAR, CA 92075",32.9793906,-117.2568877,"DEL MAR",1,0,2018
18130674,2018-06-14,14:08:00,"AUTOMOBILE","DRIVER","JIMMY DURANTE BOULEVARD & VIA DE LA VALLE, DEL MAR, CA 92014",32.9793906,-117.2568877,"DEL MAR",0,0,2018
18130717,2018-06-14,17:16:00,"FARM EQUIPMENT","DRIVER","MOUNTAIN VISTA DRIVE & N WILLOWSPRING DRIVE, ENCINITAS, CA 92024",33.0522163,-117.2410522,"ENCINITAS",1,0,2018
18130713,2018-06-14,17:16:00,"AUTOMOBILE","DRIVER","N WILLOWSPRING DRIVE & MOUNTAIN VISTA DRIVE, ENCINITAS, CA 92024",33.0522163,-117.2410522,"ENCINITAS",1,0,2018
18130712,2018-06-14,17:16:00,"AUTOMOBILE","DRIVER","MOUNTAIN VISTA DRIVE & VILLAGE PARK WAY, ENCINITAS, CA 92024",33.0529031,-117.2460383,"ENCINITAS",0,0,2018
18130788,2018-06-15,06:15:00,"AUTOMOBILE","DRIVER","623 S NARDO AVENUE, SOLANA BEACH, CA 92075",32.9839272,-117.2638915,"SOLANA BEACH",0,0,2018
18131103,2018-06-16,17:25:00,"AUTOMOBILE","DRIVER","MANCHESTER AVENUE & TRABERT RANCH ROAD, ENCINITAS, CA 92024",33.0287702,-117.2429308,"ENCINITAS",1,0,2018
18131105,2018-06-16,17:58:00,"AUTOMOBILE","DRIVER","1550 LEUCADIA BOULEVARD, ENCINITAS, CA 92024",33.0693082,-117.2663256,"ENCINITAS",0,0,2018
18131126,2018-06-16,20:20:00,"AUTOMOBILE","DRIVER","JIMMY DURANTE BOULEVARD & VIA DE LA VALLE, DEL MAR, CA 92014",32.9793906,-117.2568877,"DEL MAR",3,0,2018
18131283,2018-06-17,22:30:00,"LIGHT DUTY TRUCK","DRIVER","143 S CEDROS AVENUE, SOLANA BEACH, CA 92075",32.9905242,-117.2704994,"SOLANA BEACH",0,0,2018
18131287,2018-06-17,22:31:00,"AUTOMOBILE","DRIVER","JIMMY DURANTE BOULEVARD & VIA DE LA VALLE, DEL MAR, CA 92014",32.9793906,-117.2568877,"DEL MAR",0,0,2018
18131626,2018-06-19,19:32:00,"AUTOMOBILE","DRIVER","GRANDVIEW STREET & N COAST HIGHWAY 101, ENCINITAS, CA 92024",33.066919,-117.3030246,"ENCINITAS",0,0,2018
18131633,2018-06-19,20:20:00,"AUTOMOBILE","DRIVER","3459 MANCHESTER AVENUE, ENCINITAS, CA 92007",33.0188535,-117.2573467,"ENCINITAS",1,0,2018
18132010,2018-06-21,20:07:00,"TRAILER","DRIVER","1050 N EL CAMINO REAL, ENCINITAS, CA 92024",33.0676115,-117.2669686,"ENCINITAS",0,0,2018
18132022,2018-06-21,22:13:00,"AUTOMOBILE","DRIVER","LOMAS SANTA FE DRIVE & S NARDO, SOLANA BEACH, CA 92075",32.994754,-117.2668272,"SOLANA BEACH",0,0,2018
18132129,2018-06-22,13:39:00,"BICYCLE","BICYCLIST","N COAST HIGHWAY 101 & BASIL STREET, ENCINITAS, CA 92024",33.066919,-117.3030246,"ENCINITAS",2,0,2018
18132190,2018-06-22,19:18:00,"AUTOMOBILE","DRIVER","HYMETTUS AVENUE & LEUCADIA BOULEVARD, ENCINITAS, CA 92024",33.0673287,-117.2970635,"ENCINITAS",2,0,2018
18132191,2018-06-22,19:18:00,"AUTOMOBILE","DRIVER","HILLCREST DRIVE & HYGEIA AVENUE, ENCINITAS, CA 92024",33.0692892,-117.2999004,"ENCINITAS",0,0,2018
18132452,2018-06-24,11:41:00,"FARM EQUIPMENT","DRIVER","S COAST HIGHWAY 101 & ENCINITAS BOULEVARD, ENCINITAS, CA",33.0487777,-117.2942462,"ENCINITAS",1,1,2018
18132877,2018-06-26,21:54:00,"AUTOMOBILE","DRIVER","0 S VULCAN AVENUE, ENCINITAS, CA 92024",33.0434873,-117.2922957,"ENCINITAS",2,0,2018
18133139,2018-06-27,10:00:00,"LIGHT DUTY TRUCK","DRIVER","12TH STREET & STRATFORD COURT, DEL MAR, CA 92014",32.9518592,-117.2641608,"DEL MAR",0,0,2018
18132996,2018-06-27,13:50:00,"AUTOMOBILE","DRIVER","337 N EL CAMINO REAL, ENCINITAS, CA 92024",33.0558024,-117.261687,"ENCINITAS",0,0,2018
18133031,2018-06-27,17:10:00,"LIGHT DUTY TRUCK","DRIVER","N EL CAMINO REAL & LEUCADIA BOULEVARD, ENCINITAS, CA 92024",33.0675019,-117.2623901,"ENCINITAS",2,0,2018
18133067,2018-06-27,21:00:00,"AUTOMOBILE","DRIVER","VIA DE LA VALLE & JIMMY DURANTE BOULEVARD, DEL MAR, CA 92014",32.9793906,-117.2568877,"DEL MAR",0,0,2018
18133416,2018-06-29,18:22:00,"BICYCLE","BICYCLIST","ENCINITAS BOULEVARD & LA VIA SAN JUAN, ENCINITAS, CA 92024",33.0453198,-117.2703776,"ENCINITAS",1,0,2018
18133520,2018-06-30,11:22:00,"BICYCLE","BICYCLIST","S COAST HIGHWAY 101 & K STREET, ENCINITAS, CA 92024",33.0276995,-117.2875877,"ENCINITAS",1,0,2018
18133614,2018-06-30,23:54:00,"MOTORCYCLE","DRIVER","MANCHESTER AVENUE & I-5 on north bound ramp, ENCINITAS, CA 92024",33.0507723,-117.2878461,"ENCINITAS",1,0,2018
18133689,2018-07-01,13:30:00,"AUTOMOBILE","DRIVER","LEUCADIA BOULEVARD & SAXONY ROAD, ENCINITAS, CA 92024",33.0652425,-117.2854273,"ENCINITAS",1,0,2018
18133695,2018-07-01,14:13:00,"AUTOMOBILE","DRIVER","CAMINO DEL MAR & LA AMATISTA ROAD, DEL MAR, CA 92014",32.9502323,-117.2617055,"DEL MAR",1,0,2018
18133708,2018-07-01,16:57:00,"AUTOMOBILE","DRIVER","1803 BELLE GROVE ROAD, ENCINITAS, CA 92024",33.0425939,-117.247356,"ENCINITAS",0,0,2018
18133755,2018-07-01,21:49:00,"AUTOMOBILE","DRIVER","516 PACIFIC AVENUE, SOLANA BEACH, CA 92075",32.9988049,-117.2763145,"SOLANA BEACH",0,0,2018
18133875,2018-07-02,14:52:00,"AUTOMOBILE","DRIVER","364 02ND STREET, ENCINITAS, CA 92024",33.0476054,-117.2952633,"ENCINITAS",0,0,2018
18134030,2018-07-03,12:49:00,"BICYCLE","BICYCLIST","N COAST HIGHWAY 101 & CADMUS STREET, ENCINITAS, CA 92024",33.0606429,-117.3008495,"ENCINITAS",1,0,2018
18134040,2018-07-03,13:39:00,"AUTOMOBILE","DRIVER","CORNISH DRIVE & north curbline of D, ENCINITAS, CA 92024",33.0400113,-117.2902546,"ENCINITAS",1,0,2018
18134232,2018-07-04,16:42:00,"LIGHT DUTY TRUCK","DRIVER","N COAST HWY 101 & Leucadia, ENCINITAS, CA 92024",33.0642343,-117.3022548,"ENCINITAS",0,0,2018
18134242,2018-07-04,17:54:00,"LIGHT DUTY TRUCK","DRIVER","768 RAMONA PLACE, SOLANA BEACH, CA 92014",32.9858427,-117.2529618,"SOLANA BEACH",0,0,2018
18134287,2018-07-05,01:11:00,"AUTOMOBILE","DRIVER","1400 S BLK COAST HIGHWAY 101 , CARDIFF BY THE SEA, CA 92007",33.0338003,-117.2910347,"CARDIFF BY THE SEA",0,0,2018
18134528,2018-07-05,15:00:00,"BICYCLE","DRIVER","2500 S 101 , ENCINITAS, CA 92007",33.0415724,-117.2935471,"ENCINITAS",1,0,2018
18134408,2018-07-05,16:13:00,"MOTORCYCLE","DRIVER","CHESTERFIELD DRIVE & S COAST HIGHWAY 101, ENCINITAS, CA 92007",33.021733,-117.2839881,"ENCINITAS",1,0,2018
18134699,2018-07-07,15:14:00,"AUTOMOBILE","DRIVER","N COAST HIGHWAY 101 & A STREET, ENCINITAS, CA 92024",33.066919,-117.3030246,"ENCINITAS",0,0,2018
18141911,2018-07-07,20:00:00,NA,"DRIVER","2655 S 101 , ENCINITAS, CA 92007",33.0415724,-117.2935471,"ENCINITAS",0,0,2018
18134993,2018-07-09,12:36:00,"AUTOMOBILE","DRIVER","LA COSTA AVENUE & SHERIDAN ROAD, ENCINITAS, CA 92024",33.0853662,-117.2681637,"ENCINITAS",2,0,2018
18135071,2018-07-09,17:40:00,"AUTOMOBILE","DRIVER","1600 OLIVENHAIN ROAD, ENCINITAS, CA 92024",33.0676451,-117.2621308,"ENCINITAS",0,0,2018
18135430,2018-07-11,16:28:00,"AUTOMOBILE","DRIVER","SAN ELIJO ROAD & Newcastle, CARDIFF BY THE SEA, CA 92007",33.0170252,-117.2734901,"CARDIFF BY THE SEA",1,0,2018
18135571,2018-07-12,12:14:00,"AUTOMOBILE","DRIVER","ATHENA STREET & N COAST HIGHWAY 101, ENCINITAS, CA 92024",33.0586093,-117.2995645,"ENCINITAS",1,0,2018
18135609,2018-07-12,15:08:00,"AUTOMOBILE","DRIVER","ENCINITAS BOULEVARD & PRINCEHOUSE LANE, ENCINITAS, CA 92024",33.0478311,-117.2729041,"ENCINITAS",2,0,2018
18135630,2018-07-12,15:26:00,"AUTOMOBILE","DRIVER","SAXONY ROAD & LEUCADIA BOULEVARD, ENCINITAS, CA 92024",33.0652425,-117.2854273,"ENCINITAS",0,0,2018
18135669,2018-07-12,21:28:00,"AUTOMOBILE","DRIVER","1084 EVERGREEN DRIVE, ENCINITAS, CA 92024",33.0382984,-117.270937,"ENCINITAS",0,0,2018
18135707,2018-07-13,06:10:00,"AUTOMOBILE","DRIVER","SANTA FE DRIVE & East Curbline of MacKinnon, ENCINITAS, CA 92024",33.0362763,-117.274941,"ENCINITAS",0,0,2018
18135952,2018-07-14,12:32:00,"LIGHT DUTY TRUCK","DRIVER","CAMINO DEL MAR & VIA DE LA VALLE, DEL MAR, CA 92014",32.9802202,-117.269155,"DEL MAR",1,0,2018
18136055,2018-07-15,04:00:00,NA,"DRIVER","SYLVIA STREET & LA VETA AVENUE, ENCINITAS, CA 92024",33.054003,-117.2981204,"ENCINITAS",0,0,2018
18136077,2018-07-15,11:39:00,"LIGHT DUTY TRUCK","DRIVER","N COAST HIGHWAY 101 & Leucadia, ENCINITAS, CA 92024",33.0642343,-117.3022548,"ENCINITAS",0,0,2018
18136480,2018-07-17,13:10:00,"AUTOMOBILE","DRIVER","437 S 101 , SOLANA BEACH, CA 92075",32.9856859,-117.2705968,"SOLANA BEACH",0,0,2018
18137139,2018-07-20,14:30:00,"AUTOMOBILE","DRIVER","SEA VILLAGE DRIVE & FREDA LANE, ENCINITAS, CA 92024",33.0192454,-117.2695617,"ENCINITAS",1,0,2018
18137205,2018-07-20,22:35:00,"AUTOMOBILE","DRIVER","INTERSTATE 5 SB & LEUCADIA BOULEVARD, ENCINITAS, CA 92024",33.0507723,-117.2878461,"ENCINITAS",1,0,2018
18137551,2018-07-23,08:32:00,"AUTOMOBILE","DRIVER","SANTA FE DRIVE & GARDENA ROAD, ENCINITAS, CA 92024",33.0362505,-117.2794003,"ENCINITAS",0,0,2018
18137588,2018-07-23,11:17:00,"BICYCLE","DRIVER","S VULCAN AVENUE & E H STREET, ENCINITAS, CA 92024",33.0408525,-117.2919225,"ENCINITAS",1,0,2018
18137835,2018-07-24,17:04:00,"AUTOMOBILE","DRIVER","175 N EL CAMINO REAL, ENCINITAS, CA 92024",33.049894,-117.2585409,"ENCINITAS",0,0,2018
18137852,2018-07-24,18:22:00,"AUTOMOBILE","DRIVER","MANCHESTER AVENUE & VIA POCO, ENCINITAS, CA 92024",33.0112606,-117.2627192,"ENCINITAS",3,0,2018
18138354,2018-07-27,08:33:00,"AUTOMOBILE","DRIVER","S EL CAMINO REAL & S WILLOWSPRING DRIVE, ENCINITAS, CA 92024",33.0337744,-117.2564117,"ENCINITAS",1,0,2018
18138428,2018-07-27,15:54:00,"AUTOMOBILE","DRIVER","CAMINO DEL MAR & LA AMATISTA ROAD, DEL MAR, CA 92014",32.9502323,-117.2617055,"DEL MAR",0,0,2018
18138521,2018-07-28,07:48:00,"LIGHT DUTY TRUCK","DRIVER","S COAST HIGHWAY 101 & K STREET, ENCINITAS, CA 92024",33.0276995,-117.2875877,"ENCINITAS",1,0,2018
18138542,2018-07-28,11:15:00,"BICYCLE","BICYCLIST","CAMINO DEL MAR & North curbline Del Mar Heights, DEL MAR, CA 92014",32.94687,-117.26056,"DEL MAR",1,0,2018
18139059,2018-07-31,12:01:00,"AUTOMOBILE","DRIVER","MOUNTAIN VISTA DRIVE & N EL CAMINO REAL, ENCINITAS, CA 92024",33.0518228,-117.2609344,"ENCINITAS",2,0,2018
18139064,2018-07-31,12:20:00,"AUTOMOBILE","DRIVER","CAMBRIDGE AVENUE & CHESTERFIELD DRIVE, ENCINITAS, CA",33.0369867,-117.2919818,"ENCINITAS",0,0,2018
18139265,2018-08-01,12:15:00,"AUTOMOBILE","DRIVER","LEUCADIA BOULEVARD & ORPHEUS AVENUE, ENCINITAS, CA 92024",33.0650425,-117.2936689,"ENCINITAS",1,0,2018
18139549,2018-08-02,17:27:00,"AUTOMOBILE","DRIVER","DEL RIEGO AVENUE & LEUCADIA BOULEVARD, ENCINITAS, CA 92024",33.0650231,-117.2872911,"ENCINITAS",0,0,2018
18139582,2018-08-02,21:19:00,"AUTOMOBILE","DRIVER","130 ROSEBAY DRIVE, ENCINITAS, CA 92024",33.0502923,-117.2737407,"ENCINITAS",0,0,2018
18139695,2018-08-03,13:10:00,"AUTOMOBILE","DRIVER","HIGHLAND DRIVE & VALLEY AVENUE, SOLANA BEACH, CA 92075",32.9956666,-117.2646723,"SOLANA BEACH",0,0,2018
18139759,2018-08-03,17:40:00,"AUTOMOBILE","DRIVER","N RANCHO SANTA FE ROAD & 09TH STREET, ENCINITAS, CA 92024",33.0605801,-117.2394879,"ENCINITAS",0,0,2018
18139862,2018-08-04,10:27:00,"BICYCLE","BICYCLIST","LA COSTA AVENUE & PIRAEUS STREET, ENCINITAS, CA 92024",33.084636,-117.2962711,"ENCINITAS",1,0,2018
18140183,2018-08-06,11:33:00,"AUTOMOBILE","BICYCLIST","S COAST HIGHWAY 101 & NCL Chesterfield, ENCINITAS, CA 92024",33.0276995,-117.2875877,"ENCINITAS",1,0,2018
18140487,2018-08-07,19:16:00,"AUTOMOBILE","DRIVER","S EL CAMINO REAL & SANTA FE DRIVE, ENCINITAS, CA 92024",33.0385196,-117.2591733,"ENCINITAS",1,0,2018
18140594,2018-08-08,13:03:00,"AUTOMOBILE","BICYCLIST","CAMINO DEL MAR & BORDER AVENUE, DEL MAR, CA 92014",32.98024,-117.26918,"DEL MAR",1,0,2018
18140909,2018-08-08,16:00:00,"AUTOMOBILE","DRIVER","128 W E STREET, ENCINITAS, CA 92024",33.0449931,-117.2944871,"ENCINITAS",0,0,2018
18140784,2018-08-09,13:59:00,NA,"BICYCLIST","VIA MONTORO & N EL CAMINO REAL, ENCINITAS, CA 92024",33.0529031,-117.2613062,"ENCINITAS",1,0,2018
18141085,2018-08-11,02:50:00,"AUTOMOBILE","DRIVER","15TH STREET & CAMINO DEL MAR, DEL MAR, CA 92014",32.9596,-117.26534,"DEL MAR",0,0,2018
18145987,2018-08-12,12:37:00,"AUTOMOBILE","DRIVER","JIMMY DURANTE BOULEVARD & Fairgrounds Gate 2 exit, DEL MAR, CA 92014",32.9718893,-117.2608565,"DEL MAR",0,0,2018
18142165,2018-08-16,15:58:00,"AUTOMOBILE","DRIVER","437 S 101 , SOLANA BEACH, CA 92075",32.9856859,-117.2705968,"SOLANA BEACH",2,0,2018
18142209,2018-08-16,21:47:00,"AUTOMOBILE","DRIVER","5 & LA COSTA AVENUE, ENCINITAS, CA 92024",33.0827711,-117.3084318,"ENCINITAS",0,0,2018
18142591,2018-08-16,23:00:00,"AUTOMOBILE","DRIVER","MACKINNON AVENUE & CATHY LANE, ENCINITAS, CA 92023",33.0336801,-117.2772871,"ENCINITAS",3,0,2018
18142365,2018-08-17,18:55:00,NA,"DRIVER","13TH STREET & CAMINO DEL MAR, DEL MAR, CA 92014",32.95749,-117.26461,"DEL MAR",0,0,2018
18142420,2018-08-18,02:00:00,"AUTOMOBILE","DRIVER","N COAST HIGHWAY 101 & DIANA STREET, ENCINITAS, CA 92024",33.066919,-117.3030246,"ENCINITAS",0,0,2018
18142536,2018-08-18,18:56:00,"AUTOMOBILE","DRIVER","N COAST HIGHWAY 101 & Leucadia, ENCINITAS, CA 92024",33.0642343,-117.3022548,"ENCINITAS",0,0,2018
18142542,2018-08-18,19:15:00,"AUTOMOBILE","DRIVER","1600 SAXONY ROAD, ENCINITAS, CA 92024",33.0804607,-117.2857876,"ENCINITAS",0,0,2018
18142635,2018-08-19,12:55:00,NA,"DRIVER","LONE HILL LANE & DOVE HOLLOW ROAD, ENCINITAS, CA 92024",33.0674669,-117.2043249,"ENCINITAS",0,0,2018
18142648,2018-08-19,15:19:00,"AUTOMOBILE","DRIVER","VIA CANTEBRIA & VIA MOLENA, ENCINITAS, CA 92024",33.0483727,-117.266823,"ENCINITAS",0,0,2018
18142878,2018-08-20,18:41:00,"AUTOMOBILE","DRIVER","1137 REGAL ROAD, ENCINITAS, CA 92024",33.0373699,-117.280884,"ENCINITAS",0,0,2018
18143073,2018-08-21,17:00:00,NA,"DRIVER","GARDEN VIEW ROAD & LEUCADIA BOULEVARD, ENCINITAS, CA 92024",33.0685101,-117.267526,"ENCINITAS",0,0,2018
18143070,2018-08-21,17:16:00,"BICYCLE","BICYCLIST","N COAST HIGHWAY 101 & A STREET, ENCINITAS, CA 92024",33.066919,-117.3030246,"ENCINITAS",1,0,2018
18143288,2018-08-22,16:39:00,"AUTOMOBILE","DRIVER","S COAST HIGHWAY 101 & W D STREET, ENCINITAS, CA 92024",33.0459981,-117.2938996,"ENCINITAS",0,0,2018
18143719,2018-08-24,16:28:00,"AUTOMOBILE","DRIVER","S COAST HIGHWAY 101 & W F STREET, ENCINITAS, CA 92024",33.0433586,-117.2934867,"ENCINITAS",0,0,2018
