"incident_no","date","time","vehicle_type","role","location","Latitude","Longitude","city","injured","killed","year"
21145731,2021-10-20,19:34:00,"AUTOMOBILE","DRIVER","WITHAM ROAD & WCL of Crest DRIVE, ENCINITAS, CA 92024",33.04168,-117.26301,"ENCINITAS",0,0,2021
21145758,2021-10-20,22:46:00,"LIGHT DUTY TRUCK","DRIVER","930 VIA MIL CUMBRES , SOLANA BEACH, CA 92075",32.99621,-117.25151,"SOLANA BEACH",0,0,2021
21145906,2021-10-21,20:04:00,"AUTOMOBILE","DRIVER","931 LOMAS SANTA FE DRIVE, SOLANA BEACH, CA 92075",32.99568,-117.25436,"SOLANA BEACH",1,0,2021
21146596,2021-10-23,21:11:00,NA,"DRIVER","LEUCADIA BOULEVARD & N VULCAN AVENUE, ENCINITAS, CA 92024",33.06444,-117.30169,"ENCINITAS",1,0,2021
21146291,2021-10-24,14:58:00,"AUTOMOBILE","DRIVER","705 LOMAS SANTA FE DRIVE, SOLANA BEACH, CA 92075",32.99558,-117.25864,"SOLANA BEACH",1,0,2021
21146422,2021-10-25,13:50:00,"AUTOMOBILE","DRIVER","N RIOS AVENUE & E CLIFF STREET, SOLANA BEACH, CA 92075",32.99672,-117.27054,"SOLANA BEACH",0,0,2021
21146642,2021-10-26,21:30:00,"LIGHT DUTY TRUCK","BICYCLIST","S CEDROS AVENUE & COFAIR AVENUE, SOLANA BEACH, CA 92075",32.98197,-117.26822,"SOLANA BEACH",1,0,2021
21146730,2021-10-27,12:58:00,"AUTOMOBILE","DRIVER","LOMAS SANTA FE & WCL of Plaza Entrance, SOLANA BEACH, CA 92075",32.9957,-117.25474,"SOLANA BEACH",2,0,2021
21147085,2021-10-29,13:04:00,"BICYCLE","BICYCLIST","S EL CAMINO REAL & ENCINITAS BOULEVARD, ENCINITAS, CA 92024",33.04594,-117.25971,"ENCINITAS",1,0,2021
21147294,2021-10-30,00:59:00,"AUTOMOBILE","DRIVER","ENCINITAS BOULEVARD & N VULCAN AVENUE, ENCINITAS, CA 92024",33.04886,-117.29298,"ENCINITAS",1,0,2021
21147467,2021-10-31,11:30:00,"AUTOMOBILE","DRIVER","0 MELROSE AVE 100 BLOCK , ENCINITAS, CA 92024",33.05099,-117.29643,"ENCINITAS",0,0,2021
21147430,2021-11-01,06:00:00,NA,"DRIVER","MOUNTAIN VISTA & WCL Wandering ROAD, ENCINITAS, CA 92024",33.05189,-117.25573,"ENCINITAS",0,0,2021
21147550,2021-11-01,18:23:00,"AUTOMOBILE","DRIVER","LEUCADIA BOULEVARD & N VULCAN AVENUE, ENCINITAS, CA 92024",33.06444,-117.30169,"ENCINITAS",2,0,2021
21147549,2021-11-01,18:38:00,"LIGHT DUTY TRUCK","DRIVER","HERMES AVENUE & LEUCADIA BOULEVARD, ENCINITAS, CA 92024",33.06528,-117.28215,"ENCINITAS",0,0,2021
21147689,2021-11-02,15:40:00,"AUTOMOBILE","DRIVER","N RANCHO SANTA FE ROAD & WOODWIND DRIVE, ENCINITAS, CA 92024",33.04155,-117.23603,"ENCINITAS",0,0,2021
21147725,2021-11-02,20:55:00,"AUTOMOBILE","DRIVER","HYMETTUS AVENUE & LEUCADIA BOULEVARD, ENCINITAS, CA 92024",33.06528,-117.28215,"ENCINITAS",0,0,2021
21147954,2021-11-04,07:40:00,"BICYCLE","BICYCLIST","WESTLAKE STREET & REQUEZA STREET, ENCINITAS, CA 92024",33.04342,-117.27965,"ENCINITAS",0,0,2021
21148089,2021-11-04,19:15:00,"AUTOMOBILE","DRIVER","ENCINITAS BOULEVARD & PRINCEHOUSE LANE, ENCINITAS, CA 92024",33.04785,-117.27294,"ENCINITAS",0,1,2021
21148101,2021-11-04,21:38:00,"AUTOMOBILE","DRIVER","SANTA FE DRIVE & MACKINNON AVENUE, ENCINITAS, CA 92024",33.03626,-117.27722,"ENCINITAS",1,0,2021
21148268,2021-11-05,19:39:00,"AUTOMOBILE","DRIVER","VIA DE LA VALLE & PIMLICO DRIVE, SOLANA BEACH, CA 92075",32.98016,-117.26026,"SOLANA BEACH",0,0,2021
21148289,2021-11-05,22:12:00,"AUTOMOBILE","DRIVER","ENCINITAS BOULEVARD & WCL of Village Square DRIVE, ENCINITAS, CA 92024",33.04638,-117.25603,"ENCINITAS",2,0,2021
21148413,2021-11-06,20:02:00,"LIGHT DUTY TRUCK","DRIVER","0 SAXONY ROAD, ENCINITAS, CA 92024",33.06772,-117.28572,"ENCINITAS",0,0,2021
21148735,2021-11-08,19:50:00,"LIGHT DUTY TRUCK","DRIVER","BIRMINGHAM DRIVE & CAROL VIEW DRIVE, ENCINITAS, CA 92007",33.02592,-117.27669,"ENCINITAS",0,0,2021
21149058,2021-11-10,16:18:00,"AUTOMOBILE","DRIVER","S EL CAMINO REAL & ENCINITAS BOULEVARD, ENCINITAS, CA 92024",33.04594,-117.25971,"ENCINITAS",2,0,2021
21149260,2021-11-12,05:06:00,"AUTOMOBILE","DRIVER","SANTA FE DRIVE & ALOHA DRIVE, ENCINITAS, CA 92024",33.03626,-117.2696,"ENCINITAS",0,0,2021
21149386,2021-11-12,17:53:00,"AUTOMOBILE","DRIVER","SANTA FE DRIVE & ARCADIA ROAD, ENCINITAS, CA 92024",33.03625,-117.27833,"ENCINITAS",2,0,2021
21149499,2021-11-13,16:06:00,"AUTOMOBILE","DRIVER","LEUCADIA BOULEVARD & WCL of Quail Gardens DRIVE, ENCINITAS, CA 92024",33.06544,-117.27829,"ENCINITAS",2,0,2021
21149501,2021-11-13,16:48:00,"AUTOMOBILE","DRIVER","1550 LEUCADIA BOULEVARD, ENCINITAS, CA 92024",33.06927,-117.26582,"ENCINITAS",1,0,2021
21149525,2021-11-13,21:13:00,"AUTOMOBILE","DRIVER","RANCHO SANTA FE ROAD & the SCL of 13th STREET, ENCINITAS, CA 92024",33.05727,-117.23525,"ENCINITAS",0,0,2021
21149746,2021-11-15,13:53:00,"LIGHT DUTY TRUCK","DRIVER","E I STREET & S VULCAN AVENUE, ENCINITAS, CA 92024",33.03952,-117.29176,"ENCINITAS",1,0,2021
21149789,2021-11-15,18:00:00,"AUTOMOBILE","DRIVER","LEUCADIA BOULEVARD & PIRAEUS STREET, ENCINITAS, CA 92024",33.06511,-117.2913,"ENCINITAS",1,0,2021
21149952,2021-11-16,19:55:00,"AUTOMOBILE","DRIVER","Mackinnon AVENUE & VIA CARDIFF DRIVE, CARDIFF BY THE SEA, CA 92007",33.03177,-117.27724,"CARDIFF BY THE SEA",1,0,2021
21150255,2021-11-18,17:12:00,"AUTOMOBILE","DRIVER","EL CAMINO REAL & South Home Depot DRIVEWAY, ENCINITAS, CA 92024",33.04367,-117.25947,"ENCINITAS",0,0,2021
21150456,2021-11-19,19:16:00,"AUTOMOBILE","DRIVER","JIMMY DURANTE BOULEVARD & SCL of the Fire Private DRIVEWAY, DEL MAR, CA 92014",32.97173,-117.26134,"DEL MAR",1,0,2021
21150462,2021-11-19,21:06:00,"AUTOMOBILE","DRIVER","NEWCASTLE AVENUE & of the SCL Prolongation of Birmingham DRIVE, CARDIFF BY THE SEA, CA 92007",33.02315,-117.28254,"CARDIFF BY THE SEA",2,0,2021
21150559,2021-11-20,12:10:00,"AUTOMOBILE","DRIVER","1550 LEUCADIA BOULEVARD, ENCINITAS, CA 92024",33.06927,-117.26582,"ENCINITAS",0,0,2021
21150637,2021-11-21,02:16:00,"AUTOMOBILE","DRIVER","BIRMINGHAM DRIVE & MANCHESTER AVENUE, ENCINITAS, CA 92024",33.02353,-117.28181,"ENCINITAS",0,0,2021
21150684,2021-11-21,13:04:00,"MOTORCYCLE","DRIVER","N EL CAMINO REAL & GARDEN VIEW ROAD, ENCINITAS, CA 92024",33.0584,-117.26282,"ENCINITAS",1,0,2021
21150716,2021-11-21,17:28:00,"LIGHT DUTY TRUCK","DRIVER","ENCINITAS BOULEVARD & VILLAGE SQUARE DRIVE, ENCINITAS, CA 92024",33.04582,-117.25673,"ENCINITAS",1,0,2021
21150732,2021-11-21,19:47:00,"AUTOMOBILE","DRIVER","LUNETA DRIVE & CUCHARA DRIVE, DEL MAR, CA 92014",32.95758,-117.26243,"DEL MAR",0,0,2021
21150879,2021-11-22,17:25:00,"AUTOMOBILE","DRIVER","ENCINITAS BOULEVARD & ENCINITAS BOULEVARD, ENCINITAS, CA 92024",33.04654,-117.25888,"ENCINITAS",1,0,2021
21150932,2021-11-22,23:45:00,"AUTOMOBILE","DRIVER","N COAST HIGHWAY & El Portal STREET, ENCINITAS, CA 92024",33.05641,-117.29909,"ENCINITAS",0,0,2021
21151044,2021-11-23,15:40:00,"AUTOMOBILE","DRIVER","LONE JACK ROAD & CRYSTAL RIDGE ROAD, ENCINITAS, CA 92024",33.05489,-117.22578,"ENCINITAS",0,0,2021
21152530,2021-11-23,21:46:00,"AUTOMOBILE","DRIVER","Interstate 5 southbound onramp & LEUCADIA BOULEVARD, ENCINITAS, CA 92024",33.06494,-117.30115,"ENCINITAS",0,0,2021
21151671,2021-11-28,02:43:00,"AUTOMOBILE","DRIVER","ENCINITAS BOULEVARD & QUAIL DRIVE, ENCINITAS, CA 92024",33.04743,-117.28288,"ENCINITAS",0,0,2021
21151722,2021-11-28,10:45:00,"AUTOMOBILE","DRIVER","2260 JIMMY DURANTE BOULEVARD, DEL MAR, CA 92014",32.97235,-117.2584,"DEL MAR",0,0,2021
21151924,2021-11-29,17:53:00,"BICYCLE","BICYCLIST","VIA CANTEBRIA & GARDEN VIEW ROAD, ENCINITAS, CA 92024",33.06024,-117.26601,"ENCINITAS",2,0,2021
21152091,2021-11-30,17:59:00,"AUTOMOBILE","DRIVER","ENCINITAS BOULEVARD & SAXONY ROAD, ENCINITAS, CA 92024",33.04825,-117.28554,"ENCINITAS",1,0,2021
21152253,2021-12-01,16:42:00,"AUTOMOBILE","DRIVER","OLIVENHAIN ROAD & N EL CAMINO REAL, ENCINITAS, CA 92024",33.06749,-117.26211,"ENCINITAS",0,0,2021
21152304,2021-12-01,16:44:00,"LIGHT DUTY TRUCK","DRIVER","ENCINITAS BOULEVARD & S EL CAMINO REAL, ENCINITAS, CA 92024",33.04594,-117.25971,"ENCINITAS",1,0,2021
21152464,2021-12-02,17:47:00,"AUTOMOBILE","DRIVER","S COAST HIGHWAY & D STREET, ENCINITAS, CA 92024",33.04587,-117.29515,"ENCINITAS",1,0,2021
21152482,2021-12-02,19:45:00,"BICYCLE","BICYCLIST","CALLE MAGDALENA & ENCINITAS BOULEVARD, ENCINITAS, CA 92024",33.04816,-117.28462,"ENCINITAS",2,0,2021
21152844,2021-12-05,02:17:00,"AUTOMOBILE","DRIVER","N COAST HIGHWAY & Leucadia BOULEVARD, ENCINITAS, CA 92024",33.06511,-117.29274,"ENCINITAS",0,0,2021
21153125,2021-12-06,20:50:00,"FARM EQUIPMENT","DRIVER","VALLEY AVENUE & Villa De La Valle, SOLANA BEACH, CA 92075",32.98435,-117.25823,"SOLANA BEACH",2,0,2021
21153184,2021-12-07,11:37:00,"AUTOMOBILE","DRIVER","1001 N EL CAMINO REAL , ENCINITAS, CA 92024",33.06513,-117.26221,"ENCINITAS",0,0,2021
21153352,2021-12-08,09:33:00,"AUTOMOBILE","DRIVER","1271 ENCINITAS BOULEVARD, ENCINITAS, CA 92024",33.04529,-117.26128,"ENCINITAS",1,0,2021
21153434,2021-12-08,16:19:00,"AUTOMOBILE","DRIVER","N CEDROS AVENUE & LOMAS SANTA FE DRIVE, SOLANA BEACH, CA 92075",32.99205,-117.27063,"SOLANA BEACH",0,0,2021
21153472,2021-12-08,20:59:00,NA,"DRIVER","MOUNTAIN VISTA DRIVE & WANDERING ROAD, ENCINITAS, CA 92024",33.05189,-117.25573,"ENCINITAS",0,0,2021
21153501,2021-12-09,02:04:00,NA,"DRIVER","JIMMY DURANTE BOULEVARD & the NCL of San Dieguito DRIVE, DEL MAR, CA 92014",32.97173,-117.26134,"DEL MAR",0,0,2021
21153637,2021-12-09,18:43:00,"AUTOMOBILE","DRIVER","S CEDROS AVENUE & NCL of Rosa STREET, SOLANA BEACH, CA 92075",32.98807,-117.26967,"SOLANA BEACH",1,0,2021
21153948,2021-12-11,14:39:00,"AUTOMOBILE","DRIVER","BIRMINGHAM DRIVE & LAKE DRIVE, ENCINITAS, CA 92024",33.02536,-117.26647,"ENCINITAS",0,0,2021
21153971,2021-12-11,18:22:00,"AUTOMOBILE","DRIVER","S COAST HIGHWAY & D STREET, ENCINITAS, CA 92024",33.04587,-117.29515,"ENCINITAS",1,0,2021
21153996,2021-12-11,23:15:00,"AUTOMOBILE","DRIVER","BASIL STREET & N Coast Highway, ENCINITAS, CA 92024",33.05954,-117.30126,"ENCINITAS",1,0,2021
21154389,2021-12-14,17:39:00,"AUTOMOBILE","DRIVER","0 MANCHESTER AVENUE 3400 BLOCK , ENCINITAS, CA 92024",33.01773,-117.25571,"ENCINITAS",1,0,2021
21154481,2021-12-15,10:27:00,"LIGHT DUTY TRUCK","BICYCLIST","LIVERPOOL DRIVE & MONTGOMERY AVENUE, ENCINITAS, CA 92007",33.02236,-117.27995,"ENCINITAS",0,0,2021
22101711,2021-12-15,18:11:00,"AUTOMOBILE","DRIVER","LOMAS SANTA FE DRIVE & STEVENS AVENUE, SOLANA BEACH, CA 92075",32.99614,-117.26261,"SOLANA BEACH",0,0,2021
21154807,2021-12-17,09:23:00,"AUTOMOBILE","DRIVER","N EL CAMINO REAL & GARDEN VIEW ROAD, ENCINITAS, CA 92024",33.0584,-117.26282,"ENCINITAS",1,0,2021
21154847,2021-12-17,12:39:00,"LIGHT DUTY TRUCK","DRIVER","WOODLAKE DRIVE & EVERGREEN DRIVE, ENCINITAS, CA 92007",33.0323,-117.26909,"ENCINITAS",1,0,2021
21154883,2021-12-17,16:26:00,"AUTOMOBILE","DRIVER","142 ENCINITAS BOULEVARD, ENCINITAS, CA 92024",33.04864,-117.2898,"ENCINITAS",0,0,2021
21154895,2021-12-17,18:40:00,"AUTOMOBILE","DRIVER","LOMAS SANTA FE DRIVE & VIA MIL CUMBRES, SOLANA BEACH, CA 92075",32.99553,-117.2515,"SOLANA BEACH",1,0,2021
21154912,2021-12-17,21:01:00,"AUTOMOBILE","DRIVER","CAMBRIDGE AVENUE & BIRMINGHAM DRIVE, ENCINITAS, CA 92024",33.0246,-117.27964,"ENCINITAS",0,0,2021
21155013,2021-12-18,14:53:00,"BICYCLE","BICYCLIST","0 GASCONY RD 1600 BLOCK , ENCINITAS, CA 92024",33.07841,-117.2881,"ENCINITAS",1,0,2021
21155150,2021-12-19,18:44:00,"AUTOMOBILE","DRIVER","N COAST HIGHWAY & Diana STREET, ENCINITAS, CA 92024",33.06672,-117.30414,"ENCINITAS",0,0,2021
21155251,2021-12-20,11:30:00,"AUTOMOBILE","DRIVER","VIA CANTEBRIA & ENCINITAS BOULEVARD, ENCINITAS, CA 92024",33.04615,-117.26687,"ENCINITAS",0,0,2021
21155667,2021-12-23,08:31:00,"FARM EQUIPMENT","DRIVER","BEECHTREE DRIVE & ENCINITAS BOULEVARD, ENCINITAS, CA 92024",33.04604,-117.26243,"ENCINITAS",1,0,2021
21155688,2021-12-23,11:29:00,"BICYCLE","BICYCLIST","SANTA HELENA & SANTA ROSITA, SOLANA BEACH, CA 92024",32.99973,-117.25467,"SOLANA BEACH",1,0,2021
21155883,2021-12-24,22:15:00,"AUTOMOBILE","DRIVER","WITHAM ROAD & ELMBRANCH DRIVE, ENCINITAS, CA 92024",33.04534,-117.26294,"ENCINITAS",0,0,2021
21156231,2021-12-27,22:37:00,"AUTOMOBILE","DRIVER","WESTLAKE STREET & REQUEZA STREET, ENCINITAS, CA 92024",33.04342,-117.27965,"ENCINITAS",0,0,2021
22103970,2021-12-28,17:51:00,"LIGHT DUTY TRUCK","DRIVER","0 RANCHO SANTA FE RD 900 BLOCK , ENCINITAS, CA 92024",33.05413,-117.23263,"ENCINITAS",0,0,2021
21156490,2021-12-29,17:13:00,"AUTOMOBILE","DRIVER","N HIGHWAY & SCL of Ocean STREET, SOLANA BEACH, CA 92075",32.99932,-117.27608,"SOLANA BEACH",1,0,2021
21156605,2021-12-30,14:30:00,"AUTOMOBILE","DRIVER","ENCINITAS BOULEVARD & VILLAGE SQUARE DRIVE, ENCINITAS, CA 92024",33.04582,-117.25673,"ENCINITAS",1,0,2021
22100057,2022-01-01,11:41:00,"AUTOMOBILE","DRIVER","S Cardiff State BEACH & S COAST HIGHWAY, CARDIFF BY THE SEA, CA 92007",33.01549,-117.28072,"CARDIFF BY THE SEA",1,0,2022
22100140,2022-01-02,08:15:00,"AUTOMOBILE","DRIVER","ENCINITAS BOULEVARD & ECL El Camino Real, ENCINITAS, CA 92024",33.04594,-117.25971,"ENCINITAS",0,0,2022
22100186,2022-01-02,14:49:00,"AUTOMOBILE","DRIVER","293 N EL CAMINO REAL , ENCINITAS, CA 92024",33.05384,-117.261,"ENCINITAS",1,0,2022
22100189,2022-01-02,15:33:00,"AUTOMOBILE","BICYCLIST","E D STREET & S VULCAN AVENUE, ENCINITAS, CA 92024",33.0461,-117.29262,"ENCINITAS",1,0,2022
22100236,2022-01-03,01:16:00,"AUTOMOBILE","DRIVER","LEUCADIA BOULEVARD & HYMETTUS AVENUE, ENCINITAS, CA 92024",33.06528,-117.28215,"ENCINITAS",0,0,2022
22100303,2022-01-03,12:31:00,"AUTOMOBILE","DRIVER","CALLE MAGDALENA & ENCINITAS BOULEVARD, ENCINITAS, CA 92024",33.04816,-117.28462,"ENCINITAS",0,0,2022
22100496,2022-01-04,15:51:00,"AUTOMOBILE","DRIVER","MANCHESTER AVENUE & SIENNA CANYON DRIVE, ENCINITAS, CA 92024",33.02448,-117.24752,"ENCINITAS",0,0,2022
22100958,2022-01-07,16:51:00,"AUTOMOBILE","DRIVER","DELPHINIUM STREET & ENCINITAS BOULEVARD, ENCINITAS, CA 92024",33.04878,-117.27568,"ENCINITAS",0,0,2022
22101032,2022-01-08,11:06:00,"AUTOMOBILE","DRIVER","N COAST HIGHWAY & Grandview STREET, ENCINITAS, CA 92024",33.07598,-117.30765,"ENCINITAS",1,0,2022
22101130,2022-01-09,01:40:00,"AUTOMOBILE","DRIVER","DELPHINIUM STREET & SUNFLOWER STREET, ENCINITAS, CA 92024",33.0511,-117.27555,"ENCINITAS",0,0,2022
22101210,2022-01-09,17:20:00,"LIGHT DUTY TRUCK","DRIVER","S SAN ELIJO AVENUE & SANTA FE DRIVE, ENCINITAS, CA 92024",33.03618,-117.29113,"ENCINITAS",0,0,2022
22101478,2022-01-11,11:54:00,"AUTOMOBILE","DRIVER","322 N EL CAMINO REAL , ENCINITAS, CA 92024",33.05468,-117.26193,"ENCINITAS",0,0,2022
22101606,2022-01-12,07:40:00,"AUTOMOBILE","DRIVER","DENK LANE & MANCHESTER AVENUE, ENCINITAS, CA 92024",33.03336,-117.24004,"ENCINITAS",0,0,2022
22101712,2022-01-12,17:21:00,"AUTOMOBILE","DRIVER","MANCHESTER AVENUE & Offramp of southbound Interstate, ENCINITAS, CA 92024",33.02771,-117.24406,"ENCINITAS",0,0,2022
22101917,2022-01-14,00:05:00,"AUTOMOBILE","DRIVER","105 N CEDROS AVENUE, SOLANA BEACH, CA 92075",32.99393,-117.27112,"SOLANA BEACH",1,0,2022
22101952,2022-01-14,09:00:00,"TRUCK","DRIVER","15TH STREET & CREST ROAD, DEL MAR, CA 92014",32.96171,-117.25892,"DEL MAR",0,0,2022
22102007,2022-01-14,14:30:00,"AUTOMOBILE","DRIVER","S COAST HIGHWAY & SCL S Driveway, ENCINITAS, CA 92024",33.04553,-117.2938,"ENCINITAS",3,0,2022
22102032,2022-01-14,17:06:00,"BICYCLE","BICYCLIST","2800 S COAST HIGHWAY#101, ENCINITAS, CA 92024",33.04189,-117.2933,"ENCINITAS",1,0,2022
22102217,2022-01-16,01:20:00,"AUTOMOBILE","DRIVER","S SIERRA AVENUE & the NCL of Border AVENUE, SOLANA BEACH, CA 92075",32.98592,-117.27163,"SOLANA BEACH",0,0,2022
22102223,2022-01-16,01:26:00,"AUTOMOBILE","DRIVER","MANCHESTER AVENUE & SAN ELIJO AVENUE, ENCINITAS, CA 92024",33.01452,-117.2756,"ENCINITAS",0,0,2022
22102306,2022-01-16,19:16:00,"AUTOMOBILE","DRIVER","VAN DYKE AVENUE & Umatilla ROAD, DEL MAR",32.95902,-117.2612,"DEL MAR",0,0,2022
22102427,2022-01-17,15:56:00,"BICYCLE","BICYCLIST","BIRMINGHAM DRIVE & NEWCASTLE AVENUE, ENCINITAS, CA 92007",33.02315,-117.28254,"ENCINITAS",1,0,2022
22102459,2022-01-17,18:09:00,"AUTOMOBILE","DRIVER","N EL CAMINO REAL & MOUNTAIN VISTA DRIVE, ENCINITAS, CA 92024",33.0518,-117.26096,"ENCINITAS",0,0,2022
22102545,2022-01-18,11:01:00,"AUTOMOBILE","DRIVER","OLIVENHAIN ROAD & AMARGOSA DRIVE, ENCINITAS, CA 92024",33.06709,-117.25505,"ENCINITAS",0,0,2022
22102591,2022-01-18,15:29:00,"AUTOMOBILE","DRIVER","S SIERRA AVENUE & PLAZA STREET, SOLANA BEACH, CA 92075",32.99162,-117.27306,"SOLANA BEACH",0,0,2022
22102712,2022-01-19,12:10:00,"AUTOMOBILE","DRIVER","RAINBOW RIDGE LANE & NCL of Sunrich LANE, ENCINITAS, CA 92024",33.07282,-117.2872,"ENCINITAS",0,0,2022
22102792,2022-01-19,22:15:00,"AUTOMOBILE","DRIVER","709 S NARDO AVENUE, SOLANA BEACH, CA 92075",32.98627,-117.26147,"SOLANA BEACH",1,0,2022
22102916,2022-01-20,14:42:00,NA,"DRIVER","155 STEVENS AVENUE, SOLANA BEACH, CA 92075",32.99572,-117.26249,"SOLANA BEACH",0,0,2022
22103104,2022-01-21,20:23:00,"AUTOMOBILE","BICYCLIST","ENCINITAS BOULEVARD & Driveway to 136 Encinitas BOULEVARD, ENCINITAS, CA 92024",33.04867,-117.28994,"ENCINITAS",0,0,2022
22103230,2022-01-22,18:00:00,"AUTOMOBILE","DRIVER","LONE JACK ROAD & STRATFORD KNOLL, ENCINITAS, CA 92024",33.05123,-117.22895,"ENCINITAS",0,0,2022
22103296,2022-01-23,11:00:00,"AUTOMOBILE","DRIVER","COAST BOULEVARD & SCL 18th STREET, DEL MAR, CA 92014",32.96359,-117.26729,"DEL MAR",0,0,2022
22103398,2022-01-24,07:24:00,"BICYCLE","BICYCLIST","BIRMINGHAM DRIVE & MACKINNON AVENUE, ENCINITAS, CA 92024",33.02576,-117.2773,"ENCINITAS",1,0,2022
22104036,2022-01-28,07:21:00,"AUTOMOBILE","DRIVER","1150 GARDEN VIEW ROAD, ENCINITAS, CA 92024",33.05875,-117.26415,"ENCINITAS",0,0,2022
22104180,2022-01-28,22:34:00,"MOTORCYCLE","DRIVER","1400 S COAST HIGHWAY#101, ENCINITAS, CA 92024",33.03453,-117.29113,"ENCINITAS",1,0,2022
22104339,2022-01-30,04:00:00,"AUTOMOBILE","DRIVER","MELBA ROAD & ALOHA DRIVE, ENCINITAS, CA 92024",33.03983,-117.26953,"ENCINITAS",0,0,2022
22104348,2022-01-30,10:25:00,"AUTOMOBILE","DRIVER","2240 ENCINITAS BOULEVARD, ENCINITAS, CA 92024",33.03803,-117.2388,"ENCINITAS",0,0,2022
22104384,2022-01-30,14:50:00,"BICYCLE","BICYCLIST","CARMEL VALLEY ROAD & SCL Via Mar Valle, SAN DIEGO, CA 92014",32.93901,-117.25809,"SAN DIEGO",1,0,2022
22104709,2022-02-01,12:03:00,"AUTOMOBILE","BICYCLIST","N EL CAMINO REAL & LA ENTRADA LANE, ENCINITAS, CA 92024",33.05751,-117.26275,"ENCINITAS",0,0,2022
22104855,2022-02-02,15:30:00,"AUTOMOBILE","DRIVER","ENCINITAS BOULEVARD & VILLAGE PARK WAY, ENCINITAS, CA 92024",33.04505,-117.24858,"ENCINITAS",0,0,2022
22104918,2022-02-03,01:00:00,"BICYCLE","BICYCLIST","500 BLOCK S COAST HIGHWAY#101, ENCINITAS, CA 92024",33.04586,-117.29384,"ENCINITAS",1,0,2022
22105463,2022-02-06,15:39:00,"AUTOMOBILE","DRIVER","LEUCADIA BOULEVARD & QUAIL GARDENS DRIVE, ENCINITAS, CA 92024",33.06544,-117.27829,"ENCINITAS",2,0,2022
22105460,2022-02-06,15:41:00,"AUTOMOBILE","DRIVER","N VULCAN AVENUE & ENCINITAS BOULEVARD, ENCINITAS, CA 92024",33.04886,-117.29298,"ENCINITAS",1,0,2022
22105555,2022-02-06,17:50:00,"AUTOMOBILE","DRIVER","930 VIA MIL CUMBRES , SOLANA BEACH, CA 92075",32.99621,-117.25151,"SOLANA BEACH",0,0,2022
22105508,2022-02-06,22:15:00,"LIGHT DUTY TRUCK","DRIVER","MANCHESTER AVENUE & COLONY TERRACE, ENCINITAS, CA 92024",33.03231,-117.24037,"ENCINITAS",1,0,2022
22105970,2022-02-09,15:02:00,NA,"BICYCLIST","SANTA FE DRIVE & NARDO ROAD, ENCINITAS, CA 92024",33.03626,-117.27722,"ENCINITAS",1,0,2022
22106160,2022-02-10,14:49:00,"AUTOMOBILE","DRIVER","Highland DRIVE & VALLEY AVENUE, SOLANA BEACH, CA 92075",32.97975,-117.2571,"SOLANA BEACH",0,0,2022
22106180,2022-02-10,16:22:00,"AUTOMOBILE","BICYCLIST","1300 BLOCK S COAST HIGHWAY#101, ENCINITAS, CA 92024",33.03504,-117.2914,"ENCINITAS",2,0,2022
22106382,2022-02-11,17:46:00,"AUTOMOBILE","DRIVER","NEWCASTLE AVENUE & LIVERPOOL DRIVE, ENCINITAS, CA 92007",33.02162,-117.28144,"ENCINITAS",0,0,2022
22106383,2022-02-11,18:19:00,"FARM EQUIPMENT","DRIVER","1458 ENCINITAS BOULEVARD, ENCINITAS, CA 92024",33.04585,-117.25751,"ENCINITAS",0,0,2022
22106392,2022-02-11,19:07:00,"AUTOMOBILE","DRIVER","2800 BLOCK S COAST HIGHWAY#101, ENCINITAS, CA 92024",33.04189,-117.2933,"ENCINITAS",2,0,2022
22106540,2022-02-12,18:30:00,"AUTOMOBILE","DRIVER","S COAST HIGHWAY & W H STREET, ENCINITAS, CA 92024",33.04056,-117.29457,"ENCINITAS",0,0,2022
22106614,2022-02-13,11:01:00,"TRAILER","DRIVER","LEUCADIA BOULEVARD & HYMETTUS AVENUE, ENCINITAS, CA 92024",33.06528,-117.28215,"ENCINITAS",0,0,2022
22106767,2022-02-14,11:00:00,"LIGHT DUTY TRUCK","DRIVER","689 LOMAS SANTA FE DRIVE, SOLANA BEACH, CA 92075",32.99601,-117.25939,"SOLANA BEACH",0,0,2022
22106807,2022-02-14,15:06:00,"AUTOMOBILE","DRIVER","ENCINITAS BOULEVARD & CERRO STREET, ENCINITAS, CA 92024",33.04567,-117.25271,"ENCINITAS",0,0,2022
22106918,2022-02-15,09:57:00,"AUTOMOBILE","DRIVER","S EL CAMINO REAL & ENCINITAS BOULEVARD, ENCINITAS, CA 92024",33.04594,-117.25971,"ENCINITAS",3,0,2022
22106962,2022-02-15,14:45:00,"AUTOMOBILE","BICYCLIST","VILLA CARDIFF DRIVE & NOLBEY STREET, ENCINITAS, CA 92024",33.02851,-117.27554,"ENCINITAS",1,0,2022
22106986,2022-02-15,18:24:00,"AUTOMOBILE","DRIVER","S VULCAN AVENUE & E D STREET, ENCINITAS, CA 92024",33.0461,-117.29262,"ENCINITAS",1,0,2022
22107277,2022-02-17,11:03:00,"AUTOMOBILE","DRIVER","N EL CAMINO REAL & MOUNTAIN VISTA DRIVE, ENCINITAS, CA 92024",33.0518,-117.26096,"ENCINITAS",1,0,2022
